[1.79683673e+00 7.65306122e-03 1.39121222e-04]
[2.08000000e+00 7.65306122e-03 4.55043754e-15]
[ 1.90206349e+00 -3.01587302e-03 -1.80829394e-04]
[ 1.89000000e+00 -3.01587302e-03  2.33050666e-13]
[2.31948980e+00 7.04081633e-03 1.64863760e-04]
[ 2.58000000e+00  7.04081633e-03 -1.91600208e-15]
[ 1.83364706e+00 -1.22352941e-02 -3.16001811e-04]
[ 1.54000000e+00 -1.22352941e-02  8.53838123e-15]
[ 1.49000000e+00 -8.77192982e-04  1.99264932e-04]
[ 1.26000000e+00 -6.76470588e-03 -1.73162144e-04]
[3.62553846e+00 3.81538462e-02 7.24492775e-04]
[ 5.91476923e+00  3.81538462e-02 -6.27276009e-16]
[ 8.24215385e+00  3.81538462e-02 -1.03025512e-15]
[8.70000000e+00 3.81538462e-02 3.30106313e-14]
[ 3.79989011e+00 -8.03296703e-02 -1.94235273e-03]
[ 1.39000000e+00 -8.03296703e-02  1.81336427e-16]
[ 1.38005435e+00 -1.63043478e-04  1.31420700e-03]
[ 1.37010870e+00 -1.63043478e-04 -2.68750924e-15]
[ 1.36048913e+00 -1.63043478e-04  9.41919932e-16]
[ 1.36000000e+00 -1.63043477e-04  5.46153202e-13]
[ 1.35664835e+00 -5.49450549e-05  1.77210527e-06]
[ 1.35329670e+00 -5.49450549e-05  0.00000000e+00]
[ 1.35000000e+00 -5.49450550e-05 -1.36611123e-15]
[323.   0.   0.]
[3.30000000e+02 4.66666667e-01 3.11111111e-02]
[ 2.98000000e+02 -2.28571429e+00 -1.96598639e-01]
[111.         -31.16666667  -4.81349206]
[96.7        -4.76666667  8.8       ]
[36.8        -3.52352941  0.07312572]
[18.9        -1.98888889  0.17051561]
[24.8         0.28095238  0.10808768]
[24.1        -0.35       -0.31547619]
[41.5         1.58181818  0.17561983]
[32.5        -1.125      -0.33835227]
[ 1.95000000e+01 -1.08333333e+00  3.47222222e-03]
[21.8         0.14375     0.07669271]
[ 2.24200000e+01  1.00000000e-02 -2.15725806e-03]
[ 2.25000000e+01  1.00000000e-02 -2.86229374e-17]
[2.39000000e+01 1.00000000e-01 6.42857143e-03]
[18.9      -0.625    -0.090625]
[20.1     0.2     0.1375]
[ 2.05000000e+01  5.71428571e-02 -2.04081633e-02]
[15.7        -0.6        -0.08214286]
[17.7         0.33333333  0.15555556]
[18.          0.0375     -0.03697917]
[15.7        -0.38333333 -0.07013889]
[10.61       -0.72714286 -0.04911565]
[7.97 0.   0.  ]
[1.15133333e+01 5.80874317e-02 9.52252979e-04]
[1.50566667e+01 5.80874317e-02 2.68742223e-14]
[ 1.86000000e+01  5.80874317e-02 -2.68739948e-14]
[ 1.63344518e+01 -3.83991228e-02 -1.63536533e-03]
[ 1.39921053e+01 -3.83991228e-02  3.64417058e-15]
[ 1.16497588e+01 -3.83991228e-02 -2.68739948e-14]
[ 9.30741228e+00 -3.83991228e-02  2.68739948e-14]
[ 6.96506579e+00 -3.83991228e-02 -8.06208470e-15]
[ 4.58432018e+00 -3.83991228e-02  1.83388251e-15]
[ 2.28037281e+00 -3.83991228e-02 -1.07541291e-15]
[ 1.09000000e+00 -3.83991228e-02 -3.12160692e-15]
[1.10000000e+00 5.00000000e-04 1.94495614e-03]
