[-0.29260255  0.0340666   0.06574846]
[-0.2827975   0.04522782  0.06610564]
[-0.2786492   0.04117703  0.06528797]
[-0.27091829  0.04202274  0.06556054]
[-0.29745151  0.02903445  0.06526308]
[-0.30919573  0.02903445  0.06552769]
[-0.3106029   0.03694195  0.06568879]
[-0.31136415  0.03694195  0.06552769]
[-0.31067951  0.03760027  0.0655411 ]
[-0.31042136  0.03760027  0.06552769]
[-0.31042136  0.0373848   0.0655233 ]
[-0.31042136  0.0373848   0.06552769]
[-0.31032551  0.03741497  0.06552831]
[-0.3102328   0.03741497  0.06552769]
[-0.30966712  0.03773511  0.06554053]
[-0.30938429  0.03757872  0.06552075]
[-0.3102328   0.03696713  0.0655082 ]
[-0.31004424  0.03750157  0.06554912]
[-0.31089276  0.03680304  0.06549669]
[-0.3107042   0.03751408  0.06555925]
[-0.30872066  0.03801945  0.06553816]
[-0.30815865  0.03801945  0.06552769]
[-0.30872666  0.03720604  0.06551112]
[-0.30891289  0.03720604  0.06552769]
[-0.30940234  0.03723076  0.0655282 ]
[-0.30966712  0.03723076  0.06552769]
[-0.30863005  0.03798811  0.06555621]
[-0.30957284  0.036092    0.06535938]
[-0.30881861  0.03790192  0.06560802]
[-0.30910145  0.03719088  0.06549613]
[-0.30665018  0.03906545  0.06561089]
[-0.30825293  0.03628592  0.06540432]
[-0.07792837  0.0373848   0.06552769]
[-0.16136563 -0.49654386 -0.15565418]
[-0.28669623 -0.00142218  0.07545217]
[-0.29882499 -0.00142218  0.06552769]
[-0.30589595  0.03148286  0.06730565]
[-0.30250189  0.0420389   0.06646474]
[-0.29887431  0.03852645  0.06545613]
[-0.29863643  0.03852645  0.06552769]
[-0.30928016  0.03408911  0.06543875]
[-0.31013852  0.03408911  0.06552769]
[-0.30778154  0.03889307  0.0657267 ]
[-0.29948495  0.04328382  0.06572979]
[-0.29524238  0.04029361  0.06539497]
[-0.29976779  0.03428207  0.06526087]
[-0.30052202  0.03686768  0.06564245]
[-0.30146482  0.0367384   0.06552195]
[-0.30203049  0.03698259  0.06553893]
[-0.30287901  0.0368231   0.06552086]
[-0.30533027  0.03570415  0.06547803]
[-0.30287901  0.03906545  0.06567688]
[-0.29015129  0.04398859  0.06569305]
[-0.3010877   0.02930974  0.06482607]
[-0.29807076  0.0395299   0.06599811]
[-0.29759936  0.037708    0.06544683]
[-0.29891927  0.03651104  0.0654764 ]
[-0.29891927  0.0373848   0.06556791]
[-0.3010877   0.03589807  0.06546171]
[-0.3038218   0.03588515  0.06552723]
[-0.29825932  0.04119858  0.06576353]
[-0.30353896  0.03376495  0.06519776]
[-0.29703368  0.04095294  0.06578292]
[-0.2974108   0.03712624  0.06535785]
[-0.29722224  0.03751408  0.06554491]
[-0.29929639  0.03621367  0.06548016]
[-0.3065559  -0.00907001  0.04676876]
[-0.29411102  0.04657366  0.06818738]
[-0.29561949  0.03641951  0.06510705]
[-0.30203049  0.03365525  0.06542359]
[-0.30363324  0.03624522  0.0656469 ]
[-0.30391608  0.03719757  0.0655685 ]
[-0.30372752  0.03751887  0.06554248]
[-0.30278473  0.03800891  0.06554869]
[-0.30561311  0.03537377  0.0654064 ]
[-0.30278473  0.03925714  0.06569411]
[-0.30363324  0.03680304  0.06541877]
[-0.30221905  0.03835441  0.06559655]
[-0.30325613  0.03667376  0.0654531 ]
[-0.30542455  0.03589807  0.06549326]
[-0.30448176  0.0380312   0.06562237]
[-0.30080486  0.03990577  0.06561089]
[-0.30240761  0.03628592  0.06536703]
[-0.30193621  0.037708    0.06559081]
[-0.30306757  0.03693232  0.06550761]
[2.39737719 0.0373848  0.06552769]
[2.62364774 0.19826726 0.07293282]
[ 2.42566101 -0.38493165 -0.01500306]
[ 0.99261418 -5.46479531 -1.1970834 ]
[-0.20567695 -3.79664531  0.41104627]
[-0.28835998 -0.07599424  0.39580479]
[-0.28675723  0.04046168  0.08000038]
[-0.28685151  0.0372943   0.06533088]
[-0.29863643  0.02122473  0.06410122]
[-0.29345107  0.0440212   0.0674164 ]
[-0.3042932   0.02995117  0.0649032 ]
[-0.30523599  0.03666083  0.06586123]
[-0.30599023  0.03675526  0.06553279]
[-0.30570739  0.03764336  0.06558025]
[-0.30620842  0.03722966  0.0655194 ]
[-0.30627307  0.03722966  0.06552769]
[-0.31108131  0.03252657  0.06522007]
[-0.30787582  0.03844579  0.06565452]
[-0.3038218   0.04294386  0.06592698]
[-0.30401036  0.03728138  0.06532663]
[-0.29599661  0.04132952  0.06565669]
[-0.29231972  0.04444352  0.06591469]
[-0.29279111  0.03703674  0.06517366]
[-0.2791206   0.04879521  0.06616304]
[-0.2507425   0.0561706   0.06584376]
[-0.23905186  0.04462451  0.06506482]
[0.08564639 0.0373848  0.06552769]
[0.09224594 0.04080899 0.0656427 ]
[-0.26705284 -0.53741806  0.00564453]
[-0.29599661 -0.00230433  0.11302901]
[-0.29307395  0.0413925   0.0694066 ]
[-0.30297329  0.03105005  0.06509925]
[-0.30627307  0.03436825  0.06572406]
[-0.30654265  0.03729996  0.06558742]
[-0.3065559   0.03729996  0.06552769]
[-0.30891289  0.03487101  0.06535999]
[-0.30844149  0.03828976  0.06595256]
[-0.31513533  0.0373848   0.06552769]
[-0.31433778  0.0376358   0.06553281]
[-0.31355331  0.0376358   0.06552769]
[-0.31275577  0.0376358   0.06552769]
[-0.31195823  0.0376358   0.06552769]
[-0.31114761  0.0376358   0.06552769]
[-0.31035006  0.0376358   0.06552769]
[-0.30955252  0.0376358   0.06552769]
[-0.30878112  0.0376358   0.06552769]
[-0.30798358  0.0376358   0.06552769]
[-0.30718603  0.0376358   0.06552769]
[-0.30637541  0.0376358   0.06552769]
[-0.30557787  0.0376358   0.06552769]
[-0.30478033  0.0376358   0.06552769]
[-0.30400893  0.0376358   0.06552769]
[-0.30321139  0.0376358   0.06552769]
[-0.30306757  0.0376358   0.06552769]
[-0.30346314  0.03726031  0.06552004]
[-0.3038652   0.03726031  0.06552769]
[-0.30426077  0.03726031  0.06552769]
[-0.3042932   0.03726031  0.06552769]
[-0.30370636  0.03756949  0.06553399]
[-0.3033504   0.03756949  0.06552769]
[-0.30227603  0.03772292  0.06553082]
[-0.30174765  0.03772292  0.06552769]
[-0.30274528  0.03707083  0.06551441]
[-0.3033504   0.03707083  0.06552769]
[-0.3034768   0.03734502  0.06553328]
[-0.30353896  0.03734502  0.06552769]
[-0.30353896  0.0373848   0.06552849]
[-0.30353896  0.0373848   0.06552769]
[-0.30164171  0.03798189  0.06553986]
[-0.30052202  0.03798189  0.06552769]
[-0.30355554  0.03643011  0.06549608]
[-0.30504743  0.03643011  0.06552769]
[-0.30323131  0.03795636  0.06555879]
[-0.3014152   0.03795636  0.06552769]
[-0.29965862  0.03795636  0.06552769]
[-0.2978425   0.03795636  0.06552769]
[-0.29712796  0.03795636  0.06552769]
[-0.29630639  0.03764336  0.06552132]
[-0.29590233  0.03764336  0.06552769]
[-0.29590233  0.0373848   0.06536703]
[-0.29616081  0.03730346  0.06552604]
[-0.29627945  0.03730346  0.06552769]
[-0.29717414  0.03710777  0.06552377]
[-0.29769364  0.03710777  0.06552769]
[-0.29383706  0.03859852  0.06555806]
[-0.29231972  0.03859852  0.06552769]
[-0.28686512  0.03910143  0.06553794]
[-0.28364601  0.03910143  0.06552769]
[-0.28015431  0.03848369  0.06551511]
[-0.27883776  0.03848369  0.06552769]
[-0.27368831  0.03897926  0.06553763]
[-0.27186109  0.03897926  0.06552769]
[-0.2751474   0.03635056  0.06547414]
[-0.27676361  0.03635056  0.06552769]
[-0.26712377  0.04041858  0.06561057]
[-0.26017044  0.04041858  0.06552769]
[-0.26017044  0.0373848  -8.58980633]
[-0.25240182  0.04085313  0.06562793]
[-0.25243953 -8.45634718 -8.58980633]
[-0.24554284  0.03955528  0.2386158 ]
[-0.23875922  0.03955528  0.06552769]
[-0.23819391  0.03955528  0.06552769]
[-0.23820334 -8.45634718 -8.58980633]
[-0.24131385  0.03640588  0.23855164]
[-0.2429456   0.03640588  0.06552769]
[-0.24291731 10.10510745  3.56952653]
[-0.22566418  0.04281458 -0.13947269]
[-0.22509851  0.04281458  0.06552769]
[-0.21508603  0.04196133  0.06550245]
[-0.21510489 -8.45634718 -8.58980633]
[-0.21057948  0.03893617  0.25405636]
[-0.20448509  0.03930278  0.06553516]
[-0.20388564  0.03930278  0.06552769]
[-0.18696959  0.04288896  0.06560323]
[-0.18295562  0.04288896  0.06552769]
[-0.19987045  0.03206148  0.0653071 ]
[-0.20181149  0.03206148  0.06552769]
[-0.168743    0.04779189  0.06584817]
[-0.16277982  0.04779189  0.06552769]
[-0.19089604  0.02853627  0.0651354 ]
[-0.19181788  0.02853627  0.06552769]
[-0.30184193  0.0373848   0.06552769]
[-0.29830646  0.03851601  0.06555112]
[-0.29618517  0.03851601  0.06552769]
[-0.29740018  0.03700242  0.06549686]
[-0.29861519  0.03700242  0.06552769]
[-0.29901355  0.03700242  0.06552769]
[-0.30131397  0.03666083  0.06552073]
[-0.30361439  0.03666083  0.06552769]
[-0.30372752  0.03666083  0.06552769]
[-0.30262604  0.0377432   0.06555049]
[-0.30184193  0.0377432   0.06552769]
[-0.30282502  0.03707541  0.06551409]
[-0.30372752  0.03707541  0.06552769]
[-0.30372752  0.0373848   0.065534  ]
[-0.30372752  0.0373848   0.06552769]
[-0.30416991  0.03724558  0.06552486]
[-0.30459779  0.03724558  0.06552769]
[-0.30467032  0.03724558  0.06552769]
[-0.30366577  0.03770095  0.06553697]
[-0.30266122  0.03770095  0.06552769]
[-0.3016402   0.03770095  0.06552769]
[-0.30089914  0.03770095  0.06552769]
[-0.28487838  0.04242674  0.06562397]
[-0.26859498  0.04242674  0.06552769]
[-0.26413018  0.04242674  0.06552769]
[-0.23773194  0.05274176  0.06591615]
[-0.3033504  -0.01300359  0.06225946]
[-0.3065559   0.03562659  0.06725443]
[-0.30844149  0.03593686  0.06554312]
[-0.30938429  0.03135171  0.06362828]
[-0.30467032  0.04241238  0.06629135]
[-0.30290979  0.03793886  0.06543655]
[-0.30184193  0.03793886  0.06552769]
[-0.30278473  0.03617818  0.06538182]
[-0.30938429  0.03135171  0.06524207]
[-0.30844149  0.03828976  0.06595881]
[-0.31126987  0.03568799  0.06542665]
[-0.3074987   0.03972019  0.06568934]
[-0.3074987   0.0373848   0.06542761]
[-0.29901355  0.04135781  0.06564812]
[-0.30372752  0.03415279  0.0652079 ]
[-0.30467032  0.03707803  0.06558931]
[-0.30089914  0.04016931  0.06567545]
[-0.30184193  0.03676069  0.06538162]
[-0.3065559   0.03403308  0.06540215]
[-0.30184193  0.04061681  0.06581991]
[-0.30278473  0.03678149  0.06536881]
[-0.3074987   0.03390417  0.06539016]
[-0.29995635  0.0417725   0.06582401]
[-0.2914712   0.04167147  0.06552439]
[-0.29807076  0.03376495  0.06524695]
[-0.29241399  0.04156156  0.06590036]
[-0.29335679  0.03676069  0.06532196]
[-0.2914712   0.03863303  0.06560793]
[-0.29052841  0.03791713  0.06550153]
[-0.29335679  0.03502403  0.06537137]
[-0.29052841  0.03913634  0.06569255]
[-0.29335679  0.03529642  0.06534415]
[-0.28015767  0.04794271  0.06618254]
[-0.27921488  0.03800891  0.06510199]
[-0.28864282  0.03114367  0.06523349]
[-0.29429958  0.03336274  0.06562983]
[-0.29429958  0.0373848   0.06567471]
[-0.29524238  0.03678149  0.0655027 ]
[-0.29995635  0.03455679  0.06544129]
[-0.29429958  0.04088789  0.0657815 ]
[-0.29807076  0.03470343  0.06524303]
[-0.29429958  0.03945329  0.06569635]
[-0.29241399  0.03844946  0.065491  ]
[-0.28487164  0.03997041  0.06556145]
[-0.28770002  0.0362536   0.06543146]
[-0.29335679  0.03485932  0.0654874 ]
[-0.28864282  0.04040135  0.06575727]
[-0.2914712   0.03602736  0.0653918 ]
[-0.2914712   0.0373848   0.06559017]
[-0.29524238  0.03479919  0.06541293]
[-0.29712796  0.03621711  0.06558454]
[-0.29429958  0.03955671  0.06569371]
[-0.29901355  0.03455679  0.06533351]
[-0.30089914  0.03621711  0.06559425]
[-0.29618517  0.04040135  0.06570103]
[-0.29712796  0.03668867  0.06535023]
[-0.28770002  0.04304082  0.06577439]
[-0.29901355  0.02989545  0.06496436]
[-0.29335679  0.04156156  0.06608531]
[-0.28864282  0.04021281  0.06547531]
[-0.29995635  0.03037863  0.06513345]
[-0.29712796  0.03985288  0.06606288]
[-0.29712796  0.0373848   0.06545101]
[-0.29807076  0.03683634  0.06550704]
[-0.29429958  0.04028069  0.06569891]
[7.75037276 0.0373848  0.06552769]
[ 6.83737108 -0.35211163  0.05477101]
[ 4.75257079 -1.39200557  0.01937271]
[5.52669891 0.74506652 0.19199767]
[7.13633105 2.24459159 0.19863848]
[ 6.17015579 -0.8458599  -0.1173624 ]
[6.57206886 0.40480012 0.13954061]
[ 4.66347676 -1.70738547 -0.05946952]
[ 3.75245495 -0.79544049  0.11949576]
[ 2.62223355 -1.40910939  0.01468478]
[3.12313998 0.99899937 0.36479801]
[ 2.39058907 -1.13454336 -0.15542925]
[ 1.67585697 -4.53630241 -1.34366325]
[1.96293773 0.34356423 0.40244475]
[-0.01484602 -0.58504932  0.04660893]
[-0.30665018 -0.58504932  0.06552769]
[-0.31277834  0.03332807  0.09202753]
[-0.31211839  0.03778072  0.06570062]
[-0.30847416  0.03853169  0.06554299]
[-0.30608451  0.03853169  0.06552769]
[-0.30467032  0.03985288  0.06567696]
[-0.30515743  0.03723397  0.0654752 ]
[-0.30533027  0.03723397  0.06552769]
[-0.30092896  0.03876995  0.06555898]
[-0.29825932  0.03876995  0.06552769]
[-0.29993689  0.03683895  0.06548702]
[-0.30005063  0.03683895  0.06552769]
[-0.29600142  0.03865914  0.06556478]
[-0.29354535  0.03865914  0.06552769]
[-0.30058192  0.0351703   0.06545661]
[-0.3033504   0.0351703   0.06552769]
[-0.3038218   0.03722604  0.06557251]
[-0.30599023  0.03616044  0.06548874]
[-0.28368807  0.04429037  0.06569065]
[-0.26210534  0.04429037  0.06552769]
[-0.2401629   0.04429037  0.06552769]
[-0.23584636  0.04429037  0.06552769]
[-0.2820443   0.02284571  0.0650908 ]
[-0.3047646   0.02284571  0.06552769]
[-0.30485836  0.03735529  0.0658233 ]
[-0.30495213  0.03735529  0.06552769]
[-0.30504282  0.03735529  0.06552769]
[-0.30504743  0.03735529  0.06552769]
[-0.30507903  0.03737486  0.06552809]
[-0.30511063  0.03737486  0.06552769]
[-0.30514171  0.03737486  0.06552769]
[2.72735507 0.0373848  0.06552769]
[2.79335065 0.12184809 0.07252554]
[ 2.49165658 -0.37631295  0.02130662]
[ 0.72863187 -5.60355643 -1.01717453]
[ 0.59381233 -0.82534739  2.04491801]
[ 0.02907875 -0.60034854  0.08197591]
[-0.13968137 -0.3225897   0.10388189]
[-0.08405653  0.08823515  0.08983993]
[-0.09065609 -0.02596267 -0.00543259]
[0.07339006 0.32368245 0.10502999]
[-0.01146139 -0.16623206 -0.01057813]
[-0.13402461 -0.1586907   0.0663087 ]
[-0.11234035  0.06340251  0.08277824]
[-0.10649502  0.03919473  0.06504246]
[-0.10574079  0.03919473  0.06552769]
[-0.09254167  0.05548408  0.06697368]
[-0.13968137 -0.07573568  0.04514335]
[-0.12836784  0.07358335  0.09645567]
[-0.12459667  0.04772724  0.06093727]
[-0.16985078 -0.07121086  0.04705124]
[-0.1509949   0.09771572  0.10051692]
[-0.14816652  0.04417203  0.05720994]
[-0.16985078 -0.03199576  0.0497513 ]
[-0.21783899 -0.0942228   0.05448007]
[-0.24272875  0.0373848   0.06552769]
[-0.20932242  0.04789821  0.06574188]
[-0.17591609  0.04789821  0.06552769]
[-0.14250975  0.04789821  0.06552769]
[-0.16386921  0.03043484  0.06515985]
[-0.18595271  0.03043484  0.06552769]
[-0.20803621  0.03043484  0.06552769]
[-0.23011971  0.03043484  0.06552769]
[-0.25220321  0.03043484  0.06552769]
[-0.27464874  0.03043484  0.06552769]
[-0.29637021  0.03043484  0.06552769]
[-0.30759298  0.03043484  0.06552769]
[-0.3074987   0.0374753   0.06596517]
[-0.30759298  0.03734367  0.06552397]
[-0.30414235  0.03847076  0.06555065]
[-0.30137054  0.03847076  0.06552769]
[-0.30419892  0.03615076  0.06546216]
[-0.29857393  0.03921506  0.06559224]
[-0.29571377  0.03921506  0.06552769]
[-0.30201253  0.0354025   0.06545002]
[-0.30221905  0.0354025   0.06552769]
[-0.30030204  0.03798811  0.06558037]
[-0.29939067  0.03798811  0.06552769]
[-0.29958026  0.03732513  0.06551419]
[-0.29967351  0.03732513  0.06552769]
[-0.30170148  0.03675687  0.0655163 ]
[-0.30363132  0.03675687  0.06552769]
[-0.30448176  0.03675687  0.06552769]
[-0.30448176  0.0373848   3.56952653]
[-0.30309357  0.03782168  0.06553659]
[-0.30250189  0.03782168  0.06552769]
[-0.30250189  0.0373848  -8.58980633]
[-0.30455739  0.03674834  0.06551493]
[-0.30551883  0.03674834  0.06552769]
[-0.30551883  0.0373848   3.56952653]
[-0.30127626  0.03886565  0.06556115]
[-0.30127626  0.0373848  -8.58980633]
[-0.2946767   0.0409041   0.06564918]
[-0.2946767   0.0373848  -8.58980633]
[-0.29627945  0.03645241  0.06549258]
[-0.29627945  0.0373848   3.56952653]
[-0.29674857  0.03723216  0.06552448]
[-0.29693941  0.03723216  0.06552769]
[-0.29693941  0.0373848   3.56952653]
[-0.2985141   0.03688923  0.0655176 ]
[-0.29910783  0.03688923  0.06552769]
[-0.29910783  0.0373848   3.56952653]
[-0.29363065  0.03910854  0.06556281]
[-0.29156548  0.03910854  0.06552769]
[-0.29156548  0.0373848  -8.58980633]
[-0.27542099  0.04246568  0.06563121]
[-0.26959838  0.04246568  0.06552769]
[-0.18580368  0.0641956   0.06597778]
[-0.14250975  0.0641956   0.06552769]
[0.2881865  0.17293048 0.06774296]
[0.50000433 0.17293048 0.06552769]
[0.79227046 0.23085983 0.06801019]
[2.22767427 0.78214558 0.08404435]
[3.35431306 0.8692554  0.06969141]
[ 2.34552352 -1.17300433 -0.09309983]
[ 4.44324009 10.10510745  3.56952653]
[ 1.34616192 -8.45634718 -3.22982208]
[ 0.51178926 -1.7423774   0.99262308]
[0.57071388 0.19898549 0.41019194]
[-0.09395586 -0.76011458 -0.00896806]
[-0.01617536  0.33602287  0.33797502]
[-0.14316971 -0.16577958  0.01355932]
[-0.16325122 -0.05899385  0.09870497]
[-0.1038552   0.20027829  0.11155816]
[-0.17362195 -0.01222062  0.05574675]
[-0.17597894  0.03172878  0.07235502]
[-0.19313779  0.02420853  0.06515386]
[-0.13374177  0.0848954   0.06867016]
[-0.12601086  0.04309303  0.0635296 ]
[-0.14694089 -0.16351717 -0.06285584]
[-0.17927872 -0.00695843  0.0794252 ]
[-0.19530622  0.01540711  0.06751305]
[-0.23160378 -0.07875222  0.04602477]
[-0.25130818 -0.00989956  0.07622362]
[-0.26215031  0.02642998  0.06790395]
[-0.26215031  0.0373848   3.56952653]
[-0.2635645   0.03285998  0.06459048]
[-0.27289816  0.02618587  0.0650093 ]
[-0.29363963  0.0108392   0.06425621]
[-0.28100619  0.06163783  0.07184075]
[-0.2942053   0.00571107  0.05683974]
[-0.2974108   0.03445444  0.0672287 ]
[-0.29580805  0.03919473  0.06587422]
[-0.29316823  0.03901957  0.06552067]
[-0.29184832  0.03810877  0.06549535]
[-0.2951481   0.03162594  0.06479527]
[-0.29250827  0.04100466  0.06636023]
[-0.29165976  0.03863783  0.06530143]
[-0.29580805  0.0274302   0.06378664]
[-0.29411102  0.04824437  0.07415004]
[-0.29703368  0.034713    0.06472692]
[-0.29015129  0.04210354  0.06585572]
[-0.2919426   0.03425856  0.06464138]
[-0.29175404  0.03751408  0.06567219]
[-0.28741719  0.04035825  0.06565393]
[-0.29184832  0.03434671  0.06526087]
[-0.28977417  0.03880689  0.06572565]
[-0.28798286  0.03876035  0.06552538]
[-0.28204326  0.05638904  0.06917907]
[-0.26186747  0.04948869  0.06525971]
[-0.26290454  0.03621367  0.06455724]
[-0.26290454  0.0373848   0.06563165]
[-0.2640359   0.03541033  0.06530462]
[-0.23433789  0.0611401   0.06686002]
[-0.22264724  0.06543868  0.06619546]
[-0.27355812 -0.28840218 -0.08105216]
[-0.23999465  0.19846836  0.2167936 ]
[-0.20850533  0.13813744  0.05303154]
[-0.21510489  0.01928552  0.04442705]
[-0.20661974  0.05774649  0.07150241]
[-0.19624901  0.06227131  0.0662306 ]
[-0.16042284  0.15201355  0.08411572]
[-0.10762638  0.15000252  0.06525   ]
[-0.14816652 -0.01820583  0.05059607]
[-0.21887607 -0.05957561  0.06185535]
[-0.08971329  0.13656884  0.07527812]
[-0.10668358 -0.12550869 -0.09732215]
[0.07716124 0.47855467 0.15936598]
[ 0.09413153  0.1025422  -0.02793102]
[0.2242371  0.14145564 0.0675427 ]
[-0.03974521 -0.80724811 -0.13097428]
[-0.13025343 -0.12057252  0.1431071 ]
[-0.16985078 -0.04707849  0.07567608]
[-0.18587828 -0.00657059  0.07271935]
[-0.18682107  0.02833516  0.08721744]
[-0.30344468 -0.4103913  -0.04351872]
[-0.20002019  0.28557113  0.17364205]
[-0.20284857  0.02381034 -0.01579882]
[-0.20473416  0.03221358  0.06701958]
[-0.26969266 -0.01457521  0.06310489]
[-0.27487803  0.03340296  0.06791271]
[-0.27365239  0.04032593  0.06660314]
[-0.28732291 -0.05009504  0.02807048]
[-0.29005701  0.02426283  0.08862995]
[-0.28722863  0.04009969  0.06651176]
[-0.28845426  0.03150254  0.06285664]
[-0.28713435  0.03820219  0.06579628]
[-0.28430597  0.04514163  0.0667597 ]
[-0.2351864   0.27312788  0.13636079]
[-0.28901994 -0.04873759  0.03219421]
[-0.28383457  0.0456803   0.07530593]
[-0.28317461  0.03822943  0.06491038]
[-0.25225097  0.06706761  0.06731964]
[-0.2132193   0.14442909  0.07926224]
[-0.17645034  0.08780421  0.06050118]
[-0.0576583   0.20027829  0.07551186]
[0.21858033 0.24950832 0.06797494]
[0.26006327 0.15115168 0.04806572]
[0.42976618 0.5803631  0.15442888]
[0.55515778 0.33828528 0.02792209]
[0.61078262 0.21536102 0.04006678]
[ 0.59004116 -0.01238821  0.03014796]
[0.70034805 0.3903207  0.1489395 ]
[ 0.64378041 -0.11775186 -0.02467412]
[0.93604654 0.8389242  0.23537334]
[ 0.51461764 -0.97391228 -0.21608757]
[ 0.34114355 -1.07270417  0.0246028 ]
[ 0.13655726 -1.27179621 -0.0169469 ]
[-0.10574079 -0.89291802  0.15969869]
[0.06301933 0.57734655 0.37005889]
[-0.01900374 -0.15944483 -0.04892924]
[0.01210846 0.11204432 0.1077022 ]
[0.05924815 0.48986672 0.30029913]
[0.15918431 0.67689258 0.14300383]
[ 0.09507432 -0.37286547 -0.36933836]
[-0.01900374 -0.40061769  0.05862982]
[-0.10291241 -0.12369876  0.09994209]
[-0.08311373  0.09168263  0.10376591]
[-0.03314565  0.09381196  0.06568335]
[-0.08594212 -0.06397115  0.04591903]
[0.08753197 0.19596894 0.08091071]
[0.22612269 0.25910094 0.07206586]
[0.34020076 0.11849637 0.05905592]
[ 0.26194886 -0.06991805  0.0488024 ]
[0.45427883 0.30111712 0.09846398]
[ 0.23272224 -0.57023377 -0.08916956]
[ 0.15069917 -0.18756335  0.13346595]
[0.24780695 0.30370273 0.15274573]
[ 0.1921821  -0.11516625 -0.00883716]
[0.27986194 0.27784662 0.13530212]
[ 0.14975637 -0.31942951 -0.04051107]
[0.15164196 0.04255602 0.12979361]
[0.43070898 0.70705804 0.16875483]
[0.54290146 0.3450725  0.00126177]
[0.64378041 0.36015523 0.06865173]
[1.03032594 1.09748529 0.19643125]
[ 1.04918182  0.08909702 -0.1134988 ]
[1.45458322 1.14919751 0.25373503]
[ 0.49199058 -1.81055135 -0.3022983 ]
[1.15288915 2.15198362 0.88627489]
[ 1.40744352  0.41329285 -0.1006859 ]
[1.60543026 0.67085948 0.11887664]
[ 1.53000674 -0.44526258 -0.39682989]
[1.72799347 0.38291645 0.15909391]
[ 1.59600232 -0.59608988 -0.23863998]
[1.85055669 1.6663197  1.00273902]
[ 1.76570523 -0.19532018 -0.26498275]
[2.23710221 0.68378754 0.14356488]
[ 2.18053457 -0.11775186 -0.07677541]
[ 1.74590656 -0.35993742  0.05119537]
[1.97029152 0.57583828 0.21089586]
[ 1.23104677 -0.57964315  0.00309347]
[1.35483562 0.51267181 0.33702494]
[2.0664565  1.08825665 0.12055187]
[ 1.79210346 -0.71502799 -0.25462252]
[2.67361582 2.45493104 0.62831353]
[ 2.44074571 -1.45278898 -1.55325941]
[2.84520432 0.74325659 0.31363309]
[4.03218192 0.82314305 0.06895113]
[ 3.71634594 -0.56894097 -0.10747505]
[ 2.7912765  -1.73851623 -0.07982254]
[ 2.1451798  -2.44330206 -0.10964835]
[2.31073442 1.62650129 2.59442375]
[ 2.03072461 -5.33810037 -8.58980633]
[ 2.01177445 -0.08388035  2.24210727]
[ 1.76146266 -0.30585505  0.0458233 ]
[ 1.40046685 -0.95264563 -0.04930173]
[ 1.1480809  -0.65478325  0.11840936]
[1.31721814 0.50124341 0.2707655 ]
[ 1.29949361 -0.01122468 -0.02545449]
[ 1.00845312 -0.7607933  -0.06754866]
[1.97641968 1.89563754 0.39565851]
[ 2.28065929  0.87176146 -0.11624846]
[9.90201714 0.0373848  0.06552769]
[ 7.43189696 -0.9110173   0.04195495]
[8.31356645 0.31038222 0.09001007]
[9.13835403 0.31038222 0.06552769]
[9.79830981 0.33202419 0.06615318]
[10.83538317  0.65954744  0.07824748]
[13.56005773  2.31159826  0.15479308]
[-0.08735631 -7.44821747 -0.28101849]
[-0.21510489 -0.04718251  0.38269032]
[-0.1825785   0.0596857   0.07027096]
[-0.13072483  0.07886231  0.06652069]
[-0.16560821  0.01928552  0.06352662]
