[ 0.74193734 -5.79909265 -9.29560022]
[ 0.91629073 -4.13516656 -7.1805985 ]
[ 6.75201333        -inf        -inf]
[ 6.63192272  0.76639764 -3.04026485]
[ 6.28750534  2.06654625 -1.58378757]
[ 6.42959044  1.36353737 -0.57578751]
[ 6.67285539  2.50102603 -0.52461068]
[ 6.5340359   1.58514522 -0.20690703]
[ 6.59413982  0.70803579 -1.1115528 ]
[ 6.26977787  2.26592111 -0.58750099]
[ 6.06780039  1.52636681 -1.42739984]
[ 5.7425223   2.07844104 -1.48705173]
[ 5.89984256  1.67015665  0.28555481]
[ 5.66045735  1.86794861 -0.01782458]
[ 5.35408314  3.22961792  1.83497859]
[ 5.48860709  0.52571424  0.40404435]
[ 3.47013247  1.23518073 -2.47563826]
[  0.17395331   1.23518073 -37.54773079]
[-0.61618614 -3.79807875 -2.13865396]
[-0.49429632 -6.12499594 -7.17069218]
[ -3.47136476e-03  -5.06140762e+00  -9.59572959e+00]
[  0.22314355  -5.06140762 -35.56441519]
[ 0.33647224 -4.29501526 -7.31781319]
[ 0.29886926 -7.09007684 -8.36283307]
[  0.28517894  -7.09007684 -32.30545705]
[ 0.58602775 -4.87264955 -8.8801649 ]
[  0.73236789  -4.87264955 -33.023553  ]
[ 0.64293935 -5.80386593 -8.61795655]
[  0.63657683  -5.80386593 -29.08752051]
[ 0.84134725 -4.95603116 -8.71039112]
[  0.9477894   -4.95603116 -33.88853563]
[ 0.60630691 -4.40343054 -8.05976261]
[  0.43178242  -4.40343054 -32.39420496]
[ 0.39877612 -7.03878354 -8.5208753 ]
[ 0.23111172 -4.99603649 -8.66128215]
[ 1.28800282 -3.26612871 -7.23003877]
[  1.77745248  -3.26612871 -35.00514502]
[  2.1092617   -3.26612871 -34.50896994]
[  2.16332303  -3.26612871 -31.04194673]
[ 1.33497215 -2.52161623 -6.24385529]
[  0.32930375  -2.52161623 -36.24617765]
[ 0.32212288 -8.72149366 -6.63452184]
[  0.31489008  -8.72149365 -33.55016156]
[  0.30784429  -8.72149365 -34.5986114 ]
[  0.3074847   -8.72149366 -28.23587687]
[  0.30501721  -9.80917687 -13.2433423 ]
[ 0.30254362 -9.80917687        -inf]
[  0.30010459  -9.80917687 -34.22680821]
[ 5.77765232        -inf        -inf]
[ 5.79909265 -0.76214005 -3.47019025]
[ 5.69709349  0.82667857 -1.62659099]
[ 4.7095302   3.43934915  1.57142282]
[ 4.5716134   1.56164725  2.17475172]
[ 3.60549785  1.25946316 -2.61557512]
[ 2.93916192  0.68757614 -1.76892841]
[ 3.21084365 -1.26957009 -2.22481253]
[ 3.18221184 -1.04982212 -1.15367207]
[ 3.72569343  0.45857493 -1.73943365]
[ 3.48124009  0.11778304 -1.0836677 ]
[ 2.97041447  0.08004271 -5.66296048]
[ 3.08190997 -1.9396796  -2.56794864]
[ 3.10995342 -4.60517019 -6.13891728]
[  3.11351531  -4.60517019 -38.09232327]
[ 3.17387846 -2.30258509 -5.04700294]
[ 2.93916192 -0.47000363 -2.40102517]
[ 3.00071982 -1.60943791 -1.98413136]
[ 3.02042489 -2.86220088 -3.8918203 ]
[ 2.75366071 -0.51082562 -2.49929539]
[ 2.87356464 -1.09861229 -1.86075234]
[ 2.89037176 -3.28341435 -3.29740059]
[ 2.75366071 -0.95885035 -2.65727788]
[ 2.36179695 -0.31863232 -3.01357763]
[ 2.07568449        -inf        -inf]
[ 2.44350578 -2.84580596 -6.95667982]
[  2.71182086  -2.84580596 -31.24760885]
[  2.92316158  -2.84580596 -31.24761731]
[ 2.79327648 -3.25972066 -6.41588906]
[  2.63849326  -3.25972066 -33.24564761]
[  2.45528547  -3.25972066 -31.24761731]
[  2.2308111   -3.25972066 -31.24761731]
[  1.94090705  -3.25972066 -32.45160422]
[  1.52264182  -3.25972066 -33.93234109]
[  0.82433894  -3.25972066 -34.46607171]
[  0.0861777   -3.25972066 -33.40042849]
[ 0.09531018 -7.60090246 -6.24251585]
[  0.0861777   -8.38935982 -11.01039864]
[ 0.37569295 -5.11599581 -9.18969067]
[  0.55961579  -5.11599581 -44.38203884]
[ 0.37156356 -4.98816244 -8.1410803 ]
[ 0.71619415 -4.59399689 -8.15617355]
[  0.85441533  -4.59399689 -32.87620245]
[ 0.51992694 -4.51419841 -7.97102857]
[  0.5068176   -4.51419841 -27.42443187]
[ 0.622367   -5.70378247 -8.35936911]
[  0.67294447  -5.70378247 -32.77270359]
[ 0.66263133 -8.0174174  -9.72034566]
[  0.65752     -8.0174174  -36.24312309]
[ 0.53935358 -5.66377714 -9.89075686]
[  0.4122448   -5.66377714 -34.2784563 ]
[  0.35065687  -5.66377714 -33.35723471]
[ 0.35065687        -inf  2.74586769]
[  0.44931699  -6.02655587 -10.13742973]
[  0.48858001  -6.02655587 -34.85705572]
[ 0.48858001        -inf  3.65013863]
[ 0.34499157 -5.65029379 -9.77742817]
[  0.27002714  -5.65029379 -33.2997894 ]
[ 0.27002714        -inf  2.74586769]
[ 0.56531381 -4.80584088 -8.81317407]
[ 0.56531381        -inf  3.65013863]
[ 0.90016135 -3.94019388 -7.52371282]
[ 0.90016135        -inf  3.65013863]
[ 0.82855182 -5.2684644  -8.76497196]
[ 0.82855182        -inf  2.74586769]
[  0.80658343  -7.07810064 -11.15563809]
[  0.7975072   -7.07810064 -32.12456596]
[ 0.7975072         -inf  2.74586769]
[  0.71929054  -5.90049277 -10.01136663]
[  0.68813464  -5.90049277 -32.24460017]
[ 0.68813464        -inf  2.74586769]
[ 0.94427641 -4.65396035 -8.76483421]
[  1.0260416   -4.65396035 -32.71459581]
[ 1.0260416         -inf  3.65013863]
[ 1.50461273 -3.57297234 -7.6838462 ]
[  1.63315444  -3.57297234 -32.06595171]
[ 2.63962232 -1.9096524  -6.21411173]
[  2.92316158  -1.9096524  -31.59015041]
[ 4.1632947  -0.28914835 -4.62041826]
[  4.46303042  -0.28914835 -30.53777999]
[ 4.76856373  0.06669137 -4.50652883]
[ 5.59842196  1.41460599 -2.4971217 ]
[ 5.96486387  1.52521983 -3.98938393]
[ 5.64367855  1.90024011 -0.34923361]
[ 6.22455843  4.01863274  2.74586769]
[ 5.17332088  3.84862669  2.68447516]
[ 4.47733681  2.28577797  1.41626403]
[ 4.54595083 -0.11332869  0.42677831]
[ 3.16758253  1.48302399 -1.10505038]
[ 3.4657359   0.50077529  0.19165288]
[ 2.91939104  0.11555834 -1.46515721]
[ 2.79728133 -0.63017238 -1.9139271 ]
[ 3.12236492 -0.10536052 -1.58648898]
[ 2.72785283 -1.29435687 -3.13535705]
[ 2.71137799 -3.4657359  -3.49485961]
[ 2.58248698 -2.62003932 -6.39973358]
[ 2.97195174 -1.3375042  -4.27078346]
[ 3.01308091 -3.45654748 -4.72360062]
[ 2.89756802  0.10436002 -0.5607703 ]
[ 2.68784749 -1.40649707 -2.7840831 ]
[ 2.56494936 -2.10842908 -4.72999325]
[ 2.21375388 -0.44368632 -2.44522817]
[ 1.95444505 -1.34227748 -3.04592968]
[ 1.77664583 -2.80467704 -4.550265  ]
[ 1.77664583        -inf  2.74586769]
[ 1.75093747 -3.68887945 -5.48063892]
[ 1.5623463  -2.78263906 -6.07281019]
[ 0.9439059  -1.91959284 -5.17560821]
[ 1.36353737 -2.00991548 -3.57317265]
[ 0.92028275 -1.74296931 -3.25385554]
[ 0.77472717 -4.1233321  -4.8845722 ]
[ 0.85015093 -4.60517019 -6.47557278]
[  0.96317432  -4.70695288 -10.37453231]
[ 1.01523068 -5.52146092 -8.84723454]
[ 0.87962675 -3.4477174  -5.72719492]
[ 0.98954119 -3.91202301 -5.59907152]
[ 1.02245093 -4.97289497 -6.90185556]
[ 0.85015093 -2.90042209 -4.8613039 ]
[ 0.9242589  -2.81341072 -3.26143544]
[ 0.79299252 -4.21570542 -5.63796926]
[ 1.07840958 -3.64691526 -6.53046105]
[ 1.01160091 -4.05862648 -5.53647867]
[ 1.01884732 -7.24422752 -7.35030979]
[ 1.17248214 -4.1087333  -7.48538957]
[ 1.01523068 -4.08722709 -6.73697971]
[ 1.0919233  -4.84633224 -7.0354727 ]
[  1.15373159  -4.87960703 -11.48475459]
[ 1.33500107 -2.25379493 -4.12068854]
[ 1.78170913 -2.70493007 -6.73262095]
[ 1.763017   -5.04048826 -5.44578627]
[ 1.763017          -inf -7.67954559]
[ 1.74221902 -4.51815881 -6.91605408]
[ 2.18154676 -2.03065138 -5.12886232]
[ 2.31253542 -1.86433016 -5.81961429]
[ 1.54756251  0.58778666 -0.4282221 ]
[ 2.11142459 -0.11653382 -0.39675317]
[ 2.4510051  -0.58578866 -2.89037176]
[ 2.38876279 -2.30258509 -2.36648889]
[ 2.46809953 -2.18480206 -3.62825483]
[ 2.55722731 -1.98413136 -5.768321  ]
[ 2.81540872 -0.4567584  -2.4932749 ]
[ 3.10458668 -0.47445798 -6.69703425]
[ 2.89037176 -1.18044231 -2.71231097]
[ 2.35137526 -0.62415431 -4.11496385]
[ 3.18635263 -0.60147999 -3.13848153]
[ 3.10906096 -0.10536052 -0.32296389]
[ 3.73528583  0.89097292 -0.87421952]
[ 3.7773481  -1.02165125 -0.87827266]
[ 4.05178495 -0.55338524 -4.71517108]
[ 3.38439026  1.54044504 -0.13511996]
[ 2.99071973 -0.13613217 -1.06449038]
[ 2.75366071 -0.76214005 -3.09847743]
[ 2.63905733 -1.4152819  -3.44287008]
[ 2.63188884 -2.99573227 -2.33895274]
[ 0.42526774  0.90583627 -0.72401884]
[ 2.52572864  0.31572273 -0.73260292]
[ 2.50143595 -2.59026717 -1.01732036]
[ 2.48490665 -3.55534806 -5.01575039]
[ 1.6311994  -1.24798275 -4.53086736]
[ 1.51732262 -3.81671283 -4.54658686]
[ 1.54543258 -4.11966237 -5.34305326]
[ 1.17557333 -0.72704873 -1.79259315]
[ 1.08180517 -2.62416872 -2.27586202]
[ 1.178655   -4.19970508 -5.43184876]
[ 1.137833   -3.42651519 -4.43331993]
[ 1.1817272  -5.40010006 -6.73038875]
[ 1.26976054 -3.14988295 -5.20714525]
[ 2.17133681  0.26428549 -1.15546613]
[ 1.11841492 -0.74268763 -1.90923005]
[ 1.28370777 -3.08274365 -3.13563311]
[ 1.30291275 -5.36731024 -5.89817661]
[ 1.94017947 -1.80788885 -4.83248911]
[ 2.40694511 -0.52521436 -2.79587824]
[ 2.7080502  -1.27808078 -3.80106593]
[ 3.31781577 -0.10536052 -3.11479163]
[ 4.04129534  0.15871169 -4.52082904]
[ 4.11577984 -0.46430561 -2.55576715]
[ 4.37323813  1.09861229 -0.92826692]
[ 4.52828914  0.50832249 -1.78863934]
[ 4.59005655 -0.01680712 -2.17864819]
[ 4.56746832 -1.29098418 -1.84965345]
[ 4.68213123  0.66782937 -0.99200255]
[ 4.62497281 -0.15415068 -0.91374296]
[ 4.89034913  1.48807706 -0.28090239]
[ 4.48074011  1.72053196  0.2247494 ]
[ 4.24706565  1.81373838 -1.70405389]
[ 3.87535902  1.97869997 -1.00330211]
[ 3.11351531  1.63705308 -0.87068022]
[ 3.69882978  1.09304124  0.30298111]
[ 3.45631668  0.08388148 -0.67559381]
[ 3.55534806 -0.88551907 -1.67397643]
[ 3.68887945  0.91629073  0.04282   ]
[ 3.92395158  1.26224171 -1.06582247]
[ 3.77963382  0.81831032  0.65924563]
[ 3.45631668  0.88376754 -3.48457899]
[ 3.12676054 -0.11653382 -1.87731736]
[ 3.2148678  -1.2039728  -1.77195684]
[ 3.40784192 -1.16550652 -7.2758646 ]
[ 3.20274644 -0.5798185  -2.43982082]
[ 3.76120012 -0.13217177 -2.68252833]
[ 4.05525717  0.20294084 -3.53813593]
[ 4.24563401 -0.80263141 -3.54834248]
[ 4.11903717 -0.52280181 -2.59887046]
[ 4.40549899  0.37647757 -1.92121754]
[ 4.06731589  1.21109027 -0.37432246]
